incidentId,incidenteTypeCd,incidenteSubTypeCd,addressJibun,addressJibunCd,addressNew,linkId,locationDataX,locationDataY,locationTypeCd,locationData,incidenteTrafficCd,incidenteGradeCd,incidentTitle,incTrafficCode,incidentRegionCd,startDate,endDate,lane,roadName,sourceCode,controlType,important,updateDate,traffic_source,fetchedAt,type_nm
L93171433336,5,10,대구 남구 봉덕동 1581-54,2720010200,대구 남구 용두길 16,1530036301,128.60505593814466,35.83414156326852,C0101,POINT(128.60505593814466 35.83414156326852),A0502,A0402,[통제] 신천대로 공룡공원 에서 신천대로 방향 진행방향 전체차로 공사 주의운전,A0502,29,2026년 08월 02일  00시 35분,2026년 08월 02일  23시 59분,진행방향 전체차로,신천대로,P000,1,0,,utic,2026-08-02T09:01:50.569905+09:00,기타(5)
L93171472525,2,4,대구 중구 봉산동 261,2711010800,대구 중구 달구벌대로 지하 2160,1500042800,128.5972165,35.8656568,C0101,,A0502,A0402,[공사] 동성로1길 봉산동1271 에서 봉산동3518 방향 1차로 하수도/배수로 작업 주의운전,A0502,29,2026년 08월 03일  09시 15분,2026년 08월 03일  17시 45분,1차로,동성로1길,P000,0,0,2026년 08월 03일  09시 19분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171472571,2,6,대구 중구 삼덕동1가 55-13,2711010500,대구 중구 공평로 21-1,1500044901,128.5998526,35.8659402,C0101,,A0502,A0402,[공사] 공평로 히로미찌찜닭 에서 봉산육거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 17분,2026년 08월 03일  17시 47분,1차로,공평로,P000,0,0,2026년 08월 03일  09시 19분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171473706,2,255,대구 달서구 감삼동 657-24,2729011300,대구 달서구 와룡로 169,1560469300,128.5354576,35.8476104,C0101,,A0502,A0402,[공사] 달구벌대로308길 감삼동68217 에서 한성LPG 방향 2차로 도로공사 주의운전,A0502,29,2026년 08월 03일  09시 52분,2026년 08월 03일  17시 22분,2차로,달구벌대로308길,P000,0,0,2026년 08월 03일  09시 56분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171472810,2,6,대구 중구 계산동2가 317,2711013900,대구 중구 달구벌대로 2077,1500036203,128.5901831,35.8662119,C0101,,A0502,A0402,[공사] 달구벌대로 동아진열장 에서 남산동303 방향 5차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 24분,2026년 08월 03일  17시 54분,5차로,달구벌대로,P000,0,0,2026년 08월 03일  09시 25분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171472909,2,1,대구 중구 태평로1가 37-3,2711012400,대구 중구 태평로 194,1500022800,128.5989609,35.8741475,C0101,,A0502,A0402,[공사] 태평로 대구역앞교차로 에서 교동네거리 방향 1차로 재포장 주의운전,A0502,29,2026년 08월 03일  09시 25분,2026년 08월 03일  17시 55분,1차로,태평로,P000,0,0,2026년 08월 03일  09시 28분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171475749,2,8,대구 달서구 호산동 397,2729012500,대구 달서구 호산로 126,1560090009,128.479849,35.8498168,C0101,,A0502,A0402,[공사] 달서대로109안길 달서구호산동397 에서 대구파호초등학교 방향 2차로 가로수 벌목 주의운전,A0502,29,2026년 08월 03일  10시 47분,2026년 08월 03일  13시 17분,2차로,달서대로109안길,P000,0,0,2026년 08월 03일  10시 48분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171476142,2,4,대구 남구 봉덕동 935-2,2720010200,대구 남구 중앙대로22길 265,1530013700,128.6049974,35.8417055,C0101,,A0502,A0402,[공사] 봉삼중앙길 중동교남단교차로 에서 봉덕성당 방향 2차로 하수도/배수로 작업 주의운전,A0502,29,2026년 08월 03일  10시 59분,2026년 08월 03일  14시 29분,2차로,봉삼중앙길,P000,0,0,2026년 08월 03일  11시 05분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171476870,2,6,대구 달서구 용산동 230-5,2729011100,대구 달서구 용산로 147-1,1560003802,128.5292859,35.8493623,C0101,,A0502,A0402,[공사] 일반국도30호선 용산네거리 에서 성서IC 방향 5차로 유지보수 주의운전,A0502,29,2026년 08월 03일  11시 20분,2026년 08월 03일  13시 50분,5차로,일반국도30호선,P000,0,0,2026년 08월 03일  11시 27분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171472636,2,255,대구 중구 동인동2가 101,2711010200,대구광역시 중구 국채보상로 680,1500011500,128.6052879,35.8672172,C0101,,A0502,A0402,[공사] 삼덕길 쥬씨대구경북대병원점 에서 한국은행대구경북본부 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 03일  09시 20분,2026년 08월 03일  17시 50분,1차로,삼덕길,P000,0,0,2026년 08월 03일  09시 21분,utic,2026-08-03T12:53:51.019130+09:00,공사·작업(2)
L93171465697,2,255,대구 수성구 연호동 395,2726012300,,1550002100,128.67067153587988,35.834762534745266,C0101,,A0502,A0402,[공사] 범안로 범안삼거리 에서 연호지하차도 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 03일  03시 35분,2026년 08월 03일  23시 59분,1차로,범안로,P000,0,0,2026년 08월 03일  07시 32분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465710,2,6,대구 수성구 연호동 137,2726012300,,1550003502,128.67166705,35.84319233333333,C0101,,A0502,A0402,[공사] 범안로 범안삼거리 에서 연호네거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  03시 37분,2026년 08월 03일  23시 59분,1차로,범안로,P000,0,0,2026년 08월 03일  07시 32분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465834,2,255,대구 수성구 대흥동 865,2726012700,,1550066900,128.68481265,35.83996841666667,C0101,,A0502,A0402,"[공사] 월드컵로 월드컵삼거리 에서 수성IC앞교차로 방향 5,6차로 도로공사 주의운전",A0502,29,2026년 08월 03일  03시 48분,2026년 08월 03일  23시 59분,"5,6차로",월드컵로,P000,0,0,2026년 08월 03일  07시 32분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465856,2,6,대구 수성구 대흥동 864,2726012700,대구 수성구 알파시티1로32길 28-17,1550396700,128.68383775,35.83684531666667,C0101,,A0502,A0402,[공사] 알파시티1로40길 삼덕동863 에서 수성IC앞교차로 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  03시 49분,2026년 08월 03일  23시 59분,1차로,알파시티1로40길,P000,0,0,2026년 08월 03일  07시 32분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465864,2,255,대구 수성구 대흥동 865,2726012700,대구 수성구 알파시티1로32길 2,1550067100,128.68405106666663,35.83548275,C0101,,A0502,A0402,[공사] 월드컵로 경기장네거리 에서 수성IC앞교차로 방향 4차로 도로공사 주의운전,A0502,29,2026년 08월 03일  03시 51분,2026년 08월 03일  23시 59분,4차로,월드컵로,P000,0,0,2026년 08월 03일  07시 33분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171493320,3,3,대구 중구 남산동 46,2711015600,대구 중구 달구벌대로 2042,1500001100,128.58736870640183,35.86630565310479,C0103,"LINE((128.58736870640183 35.86630565310479,128.59324046823826 35.86540786788948,128.593477222705 35.86562100168829,128.5939240265743 35.869688241576355,128.5941813731232 35.870928403428174,128.59840961100286 35.87032250909651,128.6001733258193 35.86993856682971,128.59976711213022 35.86845709320522,128.59979170327844 35.865825428989226,128.59932330254952 35.864002346435996,128.5983293553742 35.86467341149092,128.5917221119398 35.865878570852175))",A0502,A0402,"[행사] 달구벌대로 신남네거리 에서 남산동303 방향 5차로 집회 「구국 대구투쟁본부 참정권 침해 집회」,집회 후 20시부터 계산오거리-반월당-대중교통전용지구-중앙네거리-봉산육거리-동아쇼핑까지 하위1개차로로 행진",A0502,29,2026년 08월 03일  19시 57분,2026년 08월 03일  21시 27분,5차로,달구벌대로,W013,0,0,,utic,2026-08-03T21:07:27.972253+09:00,미상
L93171466003,2,2,대구 수성구 만촌동 1289-3,2726010200,대구 수성구 달구벌대로 2599,1550062700,128.64704394999998,35.85982488333333,C0101,,A0502,A0402,"[공사] 만촌로 만촌2동행정복지센터 에서 수성대학교앞교차로 방향 4,5차로 지하 시설 작업 주의운전",A0502,29,2026년 08월 03일  04시 00분,2026년 08월 03일  23시 59분,"4,5차로",만촌로,P000,0,0,2026년 08월 03일  07시 33분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171466034,2,2,대구 수성구 만촌동 1320,2726010200,대구 수성구 달구벌대로 지하 2584,1550008200,128.64556463333332,35.85899140955539,C0101,,A0502,A0402,[공사] 달구벌대로 만촌네거리 에서 남부빌딩 방향 1차로 지하 시설 작업 주의운전,A0502,29,2026년 08월 03일  04시 03분,2026년 08월 03일  23시 59분,1차로,달구벌대로,P000,0,0,2026년 08월 03일  07시 34분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171468945,2,255,대구 동구 용계동 437-58,2714011900,대구 동구 화랑로 471,1510045522,128.6752405,35.8756333,C0101,,A0502,A0402,[공사] 화랑로 동대구IC고가교 에서 현대은하맨션 방향 3차로 도로공사 주의운전,A0502,29,2026년 08월 03일  07시 05분,2026년 08월 03일  23시 59분,3차로,화랑로,P000,0,0,2026년 08월 03일  07시 34분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465684,2,255,대구 수성구 연호동 558-6,2726012300,,1550003602,128.67167501666663,35.844875766666675,C0101,,A0502,A0402,[공사] 범안로 연호네거리 에서 연호고가차도 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 03일  03시 33분,2026년 08월 03일  23시 59분,1차로,범안로,P000,0,0,2026년 08월 03일  07시 31분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465908,2,4,대구 수성구 시지동 216-4,2726011400,대구 수성구 달구벌대로 3016,1550055900,128.6872095758504,35.84170183192273,C0101,,A0502,A0402,"[공사] 일반국도25호선 월드컵삼거리 에서 고신탕입구 방향 3,4차로 하수도/배수로 작업 주의운전",A0502,29,2026년 08월 03일  03시 53분,2026년 08월 03일  23시 59분,"3,4차로",일반국도25호선,P000,0,0,2026년 08월 03일  07시 33분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171465655,2,2,대구 수성구 만촌동 889,2726010200,대구 수성구 달구벌대로 지하 2672,1550007201,128.648605,35.85754803333333,C0101,,A0502,A0402,"[공사] 달구벌대로 만촌네거리 에서 만촌동889 방향 5,6차로 지하 시설 작업 주의운전",A0502,29,2026년 08월 03일  03시 28분,2026년 08월 03일  23시 59분,"5,6차로",달구벌대로,P000,0,0,2026년 08월 03일  07시 31분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171472480,2,6,대구 중구 봉산동 127-1,2711010500,대구광역시 중구 달구벌대로 지하 2160,1500037002,128.5988207,35.8642622,C0101,,A0502,A0402,[공사] 달구벌대로 봉산동1271 에서 봉산육거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 14분,2026년 08월 03일  23시 44분,1차로,달구벌대로,P000,0,0,2026년 08월 03일  09시 18분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171463665,2,6,대구 중구 남산동 709-9,2711015600,대구 중구 중앙대로 291,1500004800,128.5916822,35.8591066,C0101,,A0502,A0402,[공사] 중앙대로 남문시장 에서 명덕네거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  00시 18분,2026년 08월 03일  23시 48분,1차로,중앙대로,P000,0,0,2026년 08월 03일  07시 30분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171463762,2,6,대구 중구 태평로1가 1-188,2711012400,대구 중구 태평로 160,1500022700,128.5956526,35.8749941,C0101,,A0502,A0402,[공사] 태평로 교동네거리 에서 대구역앞교차로 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  00시 26분,2026년 08월 03일  23시 59분,1차로,태평로,P000,0,0,2026년 08월 03일  07시 31분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171494121,2,255,대구 남구 대명동 2321-1,2720010300,대구 남구 명덕로 58-2,1500004300,128.5901204,35.8568664,C0101,POINT(128.5901204 35.8568664),A0502,A0402,[공사] 명덕로 남산동2321 에서 명덕네거리 방향 3차로 도로공사 주의운전,A0502,29,2026년 08월 03일  20시 25분,2026년 08월 04일  08시 00분,3차로,명덕로,P000,0,0,,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171472473,2,13,대구 중구 삼덕동2가 149-11,2711010600,대구 중구 공평로 22,1500045001,128.6000247,35.8661948,C0101,,A0502,A0402,[공사] 공평로 봉산육거리 에서 히로미찌찜닭 방향 3차로 노변 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 13분,2026년 08월 03일  23시 43분,3차로,공평로,P000,0,0,2026년 08월 03일  09시 13분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171472425,2,6,대구 북구 학정동 752-3,2723012000,대구 북구 팔거천동로 310,1540333500,128.55874771854096,35.94629635697257,C0101,,A0502,A0402,[공사] 팔거천동로 동천동959 에서 동호동1875 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 09분,2026년 08월 03일  23시 59분,1차로,팔거천동로,P000,0,0,2026년 08월 03일  09시 11분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171463411,2,6,대구 중구 대봉동 657,2711015700,대구 중구 동덕로8길 34-20,1500028800,128.6063741,35.8591463,C0101,,A0502,A0402,[공사] 동덕로 수성교지하차도 에서 청운맨션 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 02일  23시 48분,2026년 08월 03일  23시 59분,1차로,동덕로,P000,0,0,2026년 08월 03일  07시 30분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171472216,2,6,대구 중구 포정동 58,2711014300,대구광역시 중구 중앙대로 435,1500034202,128.5936619,35.8715976,C0101,,A0502,A0402,[공사] 경상감영길 포정동87 에서 중앙로역3번출구 방향 2차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 04분,2026년 08월 03일  23시 59분,2차로,경상감영길,P000,0,0,2026년 08월 03일  09시 05분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171469482,2,255,대구 동구 신천동 742,2714010200,대구 동구 동대구로 423-1,1510028800,128.6265414,35.8766493,C0101,,A0502,A0402,[공사] 동부로 동대구역네거리 에서 동대구역복합환승센터 방향 4차로 도로공사 주의운전,A0502,29,2026년 08월 03일  07시 27분,2026년 08월 03일  23시 59분,4차로,동부로,P000,0,0,2026년 08월 03일  07시 35분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171469118,2,255,대구 북구 동호동 477,2723011900,대구 북구 칠곡중앙대로136길 40,1540104501,128.5593166,35.9568008,C0101,,A0502,A0402,[공사] 칠곡중앙대로136길 진흥교 에서 동호동1875 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 03일  07시 11분,2026년 08월 03일  23시 41분,1차로,칠곡중앙대로136길,P000,0,0,2026년 08월 03일  07시 34분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171469041,2,255,대구 북구 학정동 752-3,2723012000,대구광역시 북구 팔거천동로 310,1540333400,128.5592462,35.9516966,C0101,,A0502,A0402,[공사] 팔거천동로 동호동1875 에서 동천동959 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 03일  07시 08분,2026년 08월 03일  23시 38분,1차로,팔거천동로,P000,0,0,2026년 08월 03일  07시 34분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171472401,2,6,대구 중구 포정동 5,2711014300,대구 중구 경상감영길 141,1500019700,128.5950216,35.8722954,C0101,,A0502,A0402,[공사] 경상감영길 시청네거리 에서 중앙로역3번출구 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 03일  09시 09분,2026년 08월 03일  23시 39분,1차로,경상감영길,P000,0,0,2026년 08월 03일  09시 10분,utic,2026-08-03T21:07:27.972253+09:00,공사·작업(2)
L93171512499,2,6,대구 중구 포정동 58-12,2711014300,대구 중구 국채보상로 지하 580,1500019100,128.5941261959568,35.87107557153161,C0101,,A0502,A0402,[공사] 국채보상로 중앙네거리 에서 중앙로역3번출구 방향 4차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 03분,2026년 08월 04일  10시 33분,4차로,국채보상로,P000,0,0,2026년 08월 04일  08시 06분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171513545,2,6,대구 중구 상덕동 7,2711012700,대구 중구 교동2길 16,1500022800,128.5978569,35.8736322,C0101,POINT(128.5978569 35.8736322),A0502,A0402,[공사] 태평로 대구역앞교차로 에서 교동네거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 44분,2026년 08월 04일  09시 14분,1차로,태평로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171513522,2,3,대구 중구 동문동 41-1,2711012000,대구 중구 경상감영길 168,1500019700,128.5965754,35.8722365,C0101,POINT(128.5965754 35.8722365),A0502,A0402,[공사] 경상감영길 시청네거리 에서 중앙로역3번출구 방향 1차로 고가 시설 작업 주의운전,A0502,29,2026년 08월 04일  08시 43분,2026년 08월 04일  09시 13분,1차로,경상감영길,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171512824,2,6,대구 달성군 화원읍 천내리 896-1,2771025021,대구광역시 달성군 화원읍 비슬로 지하 2600,1570687000,128.5000189,35.8040131,C0101,,A0502,A0402,[공사] 비슬로520길 화원읍행정복지센터 에서 천내리4412 방향 3차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 14분,2026년 08월 04일  12시 44분,3차로,비슬로520길,P000,0,0,2026년 08월 04일  08시 17분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171512628,2,13,대구 중구 포정동 58-8,2711014300,대구광역시 중구 중앙대로 425,1500034700,128.593677,35.8711723,C0101,,A0502,A0402,[공사] 국채보상로 중앙네거리 에서 만경관 방향 2차로 노변 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 08분,2026년 08월 04일  12시 38분,2차로,국채보상로,P000,0,0,2026년 08월 04일  08시 09분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171512600,2,255,대구 중구 포정동 58-4,2711014300,대구광역시 중구 중앙대로 429,1500037700,128.59514662652012,35.87075338166282,C0101,,A0502,A0402,[공사] 국채보상로 중앙네거리 에서 앰버서더호텔앞 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 04일  08시 06분,2026년 08월 04일  13시 36분,1차로,국채보상로,P000,0,0,2026년 08월 04일  08시 08분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171512573,2,6,대구 중구 사일동 85,2711011500,대구 중구 중앙대로 지하 424,1500019100,128.59429344661044,35.871548704375144,C0101,,A0502,A0402,[공사] 국채보상로 중앙네거리 에서 중앙로역3번출구 방향 2차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 05분,2026년 08월 04일  17시 35분,2차로,국채보상로,P000,0,0,2026년 08월 04일  08시 08분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171512546,2,6,대구 수성구 범어동 871,2726010100,대구 수성구 범어로 170,1550049400,128.63505169606344,35.86458056163777,C0101,,A0502,A0402,[공사] 명랑길 대경교회 에서 성화중학교정문 방향 2차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 04분,2026년 08월 04일  11시 34분,2차로,명랑길,P000,0,0,2026년 08월 04일  08시 07분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171511722,2,255,대구 달성군 화원읍 설화리 562-1,2771025024,대구광역시 달성군 화원읍 비슬로 지하 2476,1570013302,128.4886764,35.7982272,C0101,,A0502,A0402,[공사] 비슬로 설화리553221 에서 설화명곡역 방향 4차로 도로공사 주의운전,A0502,29,2026년 08월 04일  07시 25분,2026년 08월 04일  09시 55분,4차로,비슬로,P000,0,0,2026년 08월 04일  07시 28분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171514216,2,6,대구 중구 삼덕동1가 55-13,2711010500,대구 중구 공평로 27,1500044901,128.5998784,35.866305,C0101,POINT(128.5998784 35.866305),A0502,A0402,[공사] 공평로 히로미찌찜닭 에서 봉산육거리 방향 3차로 유지보수 주의운전,A0502,29,2026년 08월 04일  09시 00분,2026년 08월 04일  09시 30분,3차로,공평로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171511426,2,6,대구 동구 용계동 678-10,2714011900,대구 동구 안심로 1,1510001901,128.6886159184982,35.873904396509765,C0101,,A0502,A0402,[공사] 안심로 살로만유통 에서 반야월삼거리 방향 4차로 유지보수 주의운전,A0502,29,2026년 08월 04일  07시 13분,2026년 08월 04일  09시 43분,4차로,안심로,P000,0,0,2026년 08월 04일  07시 17분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171511401,2,255,대구 동구 용계동 437-45,2714011900,대구광역시 동구 화랑로 481,1510045512,128.6762544,35.8754754,C0101,,A0502,A0402,[공사] 화랑로 동대구IC 에서 화랑교 방향 3차로 도로공사 주의운전,A0502,29,2026년 08월 04일  07시 12분,2026년 08월 04일  12시 42분,3차로,화랑로,P000,0,0,2026년 08월 04일  07시 15분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171514260,2,255,대구 수성구 연호동 66-2,2726012300,대구 수성구 달구벌대로 2855,1550005202,128.6711259381532,35.84688415811482,C0101,POINT(128.6711259381532 35.84688415811482),A0502,A0402,[공사] 달구벌대로 연호네거리 에서 방공포병학교교차로 방향 1차로 도로공사 주의운전,A0502,29,2026년 08월 04일  09시 01분,2026년 08월 04일  09시 31분,1차로,달구벌대로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171514180,2,2,대구 수성구 만촌동 1320,2726010200,대구 수성구 달구벌대로 지하 2584,1550007102,128.64730886974527,35.85843265645494,C0101,POINT(128.64730886974527 35.85843265645494),A0502,A0402,"[공사] 달구벌대로 만촌동889 에서 만촌네거리 방향 5,6차로 지하 시설 작업 주의운전",A0502,29,2026년 08월 04일  08시 58분,2026년 08월 04일  09시 28분,"5,6차로",달구벌대로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171513923,2,13,대구 중구 상서동 51-1,2711011000,대구 중구 국채보상로 539,1500034900,128.5897376,35.8704586,C0101,POINT(128.5897376 35.8704586),A0502,A0402,[공사] 국채보상로 만경관 에서 서성네거리 방향 3차로 노변 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 53분,2026년 08월 04일  09시 23분,3차로,국채보상로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171513771,2,13,대구 중구 공평동 88-5,2711012200,대구 중구 국채보상로 630,1500037502,128.5997291,35.8700875,C0101,POINT(128.5997291 35.8700875),A0502,A0402,[공사] 국채보상로 노보텔앰배서더대구 에서 공평네거리 방향 3차로 노변 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 51분,2026년 08월 04일  09시 21분,3차로,국채보상로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171513673,2,6,대구 중구 동인동1가 397-1,2711010100,대구 중구 태평로 224,1500020800,128.6023364,35.8735667,C0101,POINT(128.6023364 35.8735667),A0502,A0402,[공사] 태평로 교동네거리 에서 동인네거리 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 04일  08시 46분,2026년 08월 04일  09시 16분,1차로,태평로,P000,0,0,,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171511699,2,255,대구 동구 신천동 742,2714010200,대구 동구 동대구로 423-1,1510029600,128.6279715740049,35.8768732172544,C0101,,A0502,A0402,[공사] 동부로 동대구역네거리 에서 금호천일고속버스터미널 방향 4차로 도로공사 주의운전,A0502,29,2026년 08월 04일  07시 25분,2026년 08월 04일  17시 55분,4차로,동부로,P000,0,0,2026년 08월 04일  07시 27분,utic,2026-08-04T09:01:54.126535+09:00,공사·작업(2)
L93171536633,3,3,대구 중구 남산동 46,2711015600,대구 중구 달구벌대로 2042,1500001100,128.58736798758662,35.86626961682336,C0103,"LINE((128.58736798758662 35.86626961682336,128.58800012271973 35.86632434102281,128.59697891048754 35.86468236281491,128.5982143359494 35.864458667612695,128.59939643080514 35.863785098330865,128.60644097358923 35.86232135203016,128.60619169666748 35.86258601696184,128.59963156661078 35.86391713856945,128.59830740083788 35.864682715070074,128.59355325475045 35.86554790146689,128.58824721519352 35.866501302789594))",A0502,A0402,[행사] 달구벌대로 신남네거리 에서 계산오거리 방향 5차로 집회 「구국 대구투쟁본부 참정권 침해 집회」20시부터 계산오거리-반월당-봉산육거리-삼덕네거리-동부교회(유턴)-삼덕네거리-봉산육거리-반월당네거리-중구선관위까지  하위1개차로로 행진,A0502,29,2026년 08월 04일  20시 04분,2026년 08월 04일  21시 30분,5차로,달구벌대로,W013,0,0,2026년 08월 04일  20시 06분,utic,2026-08-04T21:26:28.447908+09:00,미상
L93171557177,2,6,대구 수성구 범어동 884,2726010100,대구 수성구 달구벌대로489길 61-26,,128.63381362402606,35.8609275396123,C0101,,A0502,A0402,[공사] 달구벌대로489길 범어초등학교 에서 범어시티빌 방향 1차로 유지보수 주의운전,A0502,29,2026년 08월 05일  07시 58분,2026년 08월 05일  17시 28분,1차로,달구벌대로489길,P000,0,0,2026년 08월 05일  08시 03분,utic,2026-08-05T08:34:01.442825+09:00,공사·작업(2)
L93171557127,2,255,대구 동구 신천동 743,2714010200,대구 동구 동부로 166-1,1510029600.0,128.62744956732865,35.87679468427337,C0101,,A0502,A0402,[공사] 동부로 동대구역네거리 에서 금호천일고속버스터미널 방향 4차로 도로공사 주의운전,A0502,29,2026년 08월 05일  07시 56분,2026년 08월 05일  17시 26분,4차로,동부로,P000,0,0,2026년 08월 05일  08시 03분,utic,2026-08-05T08:34:01.442825+09:00,공사·작업(2)
L93171557964,2,8,대구 동구 방촌동 1119-118,2714011100,대구 동구 화랑로 439,1510053303.0,128.67246852513648,35.87628977564165,C0101,,A0502,A0402,[공사] 화랑로 현대은하맨션 에서 방촌동1084272 방향 1차로 가로수 벌목 주의운전,A0502,29,2026년 08월 05일  08시 24분,2026년 08월 05일  11시 54분,1차로,화랑로,P000,0,0,2026년 08월 05일  08시 25분,utic,2026-08-05T08:34:01.442825+09:00,공사·작업(2)
